Total,.Under 5 years,.5 to 9 years,.10 to 14 years,.15 to 19 years,.20 to 24 years,.25 to 29 years,.30 to 34 years,.35 to 39 years,.40 to 44 years,.45 to 49 years,.50 to 54 years,.55 to 59 years,.60 to 64 years,.65 to 69 years,.70 to 74 years,.75 to 79 years,.80 to 84 years,.85 years and over
"328,239,523","19,576,683","20,195,895","20,798,268","21,054,570","21,632,940","23,509,016","22,431,305","21,737,521","19,921,623","20,397,751","20,477,151","21,877,391","20,571,146","17,455,001","14,028,432","9,652,665","6,317,207","6,604,958"
